"year","iso2","change_id","iso3","country_full_name","summary","change_mag","change_level","pol_area","pol_tool","target_group","target_origin","target_specific","change_restrict","u_complab_country_year_change_country","u_complab_country_year_change_country_code","u_complab_country_year_change_year","u_complab_country_year_change_change"
2018,"HR","HR2018006","HRV","Croatia","Amendment of the Act on Foreigners  provided that third-country nationals are not obliged to submit proof of health insurance",0,1,2,18,12,2,"999",-1,"Croatia","HRV",2018,"HR2018006"
2018,"HR","HR2018007","HRV","Croatia","Amendment of the Act on Foreigners",0,1,2,9,2,2,"999",999,"Croatia","HRV",2018,"HR2018007"
2018,"HR","HR2018008","HRV","Croatia","Amendment of the Act on Foreigners  students",0,1,2,9,9,2,"999",-1,"Croatia","HRV",2018,"HR2018008"
2018,"HR","HR2018009","HRV","Croatia","Amendment of the Act on Foreigners  extended the mobility rights of researchers",0,1,2,9,5,2,"999",-1,"Croatia","HRV",2018,"HR2018009"
2018,"HR","HR2018010","HRV","Croatia","Amendment of the Act on Foreigners  provided that students and researchers",0,2,2,9,5,2,"999",-1,"Croatia","HRV",2018,"HR2018010"
2018,"HR","HR2018011","HRV","Croatia","Amendment of the Act on Foreigners  provided that researchers would now have access to family reunification",0,2,2,9,7,2,"999",-1,"Croatia","HRV",2018,"HR2018011"
2018,"HR","HR2018012","HRV","Croatia","Amendments to the Act on International and Temporary Protection   asylum seeker and foreigners under subsidiary protection",0,1,2,17,12,2,"999",1,"Croatia","HRV",2018,"HR2018012"
2018,"HR","HR2018013","HRV","Croatia","two new border crossing points",0,1,1,1,11,1,"999",1,"Croatia","HRV",2018,"HR2018013"
2018,"HR","HR2018014","HRV","Croatia","assisted voluntary return together with the International Organisation for Migration",0,1,4,22,11,2,"999",1,"Croatia","HRV",2018,"HR2018014"
2019,"HR","HR2019001","HRV","Croatia","Directorate for immigration, citizenship and administrative affairs",0,999,2,26,2,2,"999",999,"Croatia","HRV",2019,"HR2019001"
2019,"HR","HR2019002","HRV","Croatia","Increase of the annual quota for employment of foreigners",0,1,2,11,3,2,"999",-1,"Croatia","HRV",2019,"HR2019002"
2019,"HR","HR2019003","HRV","Croatia","Amendment of the ordinance on meeting the material preconditions for receptio",0,1,2,17,12,2,"999",1,"Croatia","HRV",2019,"HR2019003"
2019,"HR","HR2019004","HRV","Croatia","resettlement of third-country nationals or stateless persons",0,1,2,15,12,2,"999",-1,"Croatia","HRV",2019,"HR2019004"
2019,"HR","HR2019005","HRV","Croatia","Separation of the Asylum Department into the International Protection Procedure Section, the Dublin Procedure Section and the Integration Section",0,999,2,26,12,2,"999",999,"Croatia","HRV",2019,"HR2019005"
2019,"HR","HR2019006","HRV","Croatia","new active labour market policies",0,3,2,18,2,2,"999",-1,"Croatia","HRV",2019,"HR2019006"
2019,"HR","HR2019007","HRV","Croatia","Act on the amendments to the Croatian Citizenship Act,",0,1,3,21,13,5,"Croatian diaspora",-1,"Croatia","HRV",2019,"HR2019007"
2019,"HR","HR2019008","HRV","Croatia","Act on the amendments to the Croatian Citizenship Act, passed on 18 October 2019",0,2,3,21,13,5,"both parents (at the time of birth) were Croatian citizens",-1,"Croatia","HRV",2019,"HR2019008"
2019,"HR","HR2019009","HRV","Croatia","Act on the amendments to the Croatian Citizenship Act, passed on 18 October 2019, third country nationals",0,2,3,21,2,2,"999",-1,"Croatia","HRV",2019,"HR2019009"
2019,"HR","HR2019010","HRV","Croatia","Improvement of border surveillance",0,2,1,1,1,1,"999",1,"Croatia","HRV",2019,"HR2019010"
1990,"CY","CY1990001","CYP","Cyprus","Amendment regulations of the Citizenship Law",0,1,2,21,2,2,"999",-1,"Cyprus","CYP",1990,"CY1990001"
1990,"CY","CY1990002","CYP","Cyprus","Application for membership of the European Union",0,4,999,28,1,1,"999",999,"Cyprus","CYP",1990,"CY1990002"
1990,"CY","CY1990003","CYP","Cyprus","allowed migrant labour to enter Cyprus to meet the labour shortages in those sectors of the economy that were no longer popular with Cypriots",0,3,2,8,3,2,"999",-1,"Cyprus","CYP",1990,"CY1990003"
1996,"CY","CY1996001","CYP","Cyprus","Amendment of the Citizenship Law, in force since 8 August 1996  extended the right to citizenship",0,3,3,21,1,5,"persons whose father was a British subject on the basis of the Annexation of Cyprus Orders of Council 1914-1943 or was born in Cyprus between 1914-1960",-1,"Cyprus","CYP",1996,"CY1996001"
1996,"CY","CY1996002","CYP","Cyprus","Amendment of the Citizenship Law, in force since 19 April 1996   non-Cypriot descent",0,3,3,21,2,2,"999",-1,"Cyprus","CYP",1996,"CY1996002"
1997,"CY","CY1997001","CYP","Cyprus","Amendment of the Citizenship Law extended the right  naturalisation to spouses, children or other dependent persons",0,2,3,21,6,2,"999",-1,"Cyprus","CYP",1997,"CY1997001"
1997,"CY","CY1997002","CYP","Cyprus","Amendment of the Aliens and Immigration Law, sanction undocumented workers",0,2,2,6,3,2,"999",1,"Cyprus","CYP",1997,"CY1997002"
1998,"CY","CY1998001","CYP","Cyprus","Amendment of the Citizenship Law, Council of Ministers to use discretion",0,2,3,21,2,5,"Cypriot descent",1,"Cyprus","CYP",1998,"CY1998001"
1998,"CY","CY1998002","CYP","Cyprus","Amendment of the Citizenship Law  empowered the Minister to grant citizenship to spouses or widows/widowers",0,2,3,21,6,5,"spouses or widows/widowers married to a Cypriot",-1,"Cyprus","CYP",1998,"CY1998002"
1999,"CY","CY1999001","CYP","Cyprus","Amendment to the Citizenship Act  right to citizenship to any person of Cypriot descent",0,3,3,21,1,4,"Cypriot descent",-1,"Cyprus","CYP",1999,"CY1999001"
1999,"CY","CY1999002","CYP","Cyprus","Amendment to the Citizenship Act  conditional acquisition of citizenship",0,1,3,21,2,2,"999",-1,"Cyprus","CYP",1999,"CY1999002"
1999,"CY","CY1999003","CYP","Cyprus","Amendment to the Citizenship Act  deleted the subsection empowering the Minister of the Interior",0,1,3,21,6,5,"wives or widows of Cypriots",1,"Cyprus","CYP",1999,"CY1999003"
2000,"CY","CY2000001","CYP","Cyprus","Refugee Law  introduced a residence permit of three years",0,4,2,9,12,2,"999",-1,"Cyprus","CYP",2000,"CY2000001"
2000,"CY","CY2000002","CYP","Cyprus","Refugee Law  certain conditions detention",0,1,2,3,12,2,"999",1,"Cyprus","CYP",2000,"CY2000002"
2000,"CY","CY2000003","CYP","Cyprus","Refugee Law  introduced a temporary residence permit",0,2,2,9,12,2,"999",-1,"Cyprus","CYP",2000,"CY2000003"
2000,"CY","CY2000004","CYP","Cyprus","Refugee Law   submission of an application,  fingerprints",0,3,2,2,12,2,"999",1,"Cyprus","CYP",2000,"CY2000004"
2000,"CY","CY2000005","CYP","Cyprus","Refugee Law   notions of manifestly unfounded applications, safe country of origin and safe third country",0,2,2,9,12,2,"999",1,"Cyprus","CYP",2000,"CY2000005"
2000,"CY","CY2000006","CYP","Cyprus","Refugee Law  introduced the status of residence on humanitarian grounds",0,1,2,9,12,2,"999",-1,"Cyprus","CYP",2000,"CY2000006"
2000,"CY","CY2000007","CYP","Cyprus","Refugee Law family reunification",0,3,2,9,8,2,"999",-1,"Cyprus","CYP",2000,"CY2000007"
2000,"CY","CY2000008","CYP","Cyprus","Refugee Law  established the Refugee Authority",0,999,2,26,12,2,"999",999,"Cyprus","CYP",2000,"CY2000008"
2000,"CY","CY2000009","CYP","Cyprus","Amendment to the Citizenship Law",0,1,2,9,6,2,"999",1,"Cyprus","CYP",2000,"CY2000009"
2001,"CY","CY2001001","CYP","Cyprus","Amendment to the Citizenship Law  extended the period of marriage",0,1,3,21,6,2,"999",1,"Cyprus","CYP",2001,"CY2001001"
2002,"CY","CY2002001","CYP","Cyprus","Law 137(I)/2002  introduced a list of working conditions",0,2,2,18,13,5,"Cyprus",-1,"Cyprus","CYP",2002,"CY2002001"
2002,"CY","CY2002002","CYP","Cyprus","Civil Registry Law  non-citizen residing in Cyprus",0,3,3,21,2,2,"999",-1,"Cyprus","CYP",2002,"CY2002002"
2002,"CY","CY2002003","CYP","Cyprus","Civil Registry Law  non-citizen spouse/widow of a Cypriot citizen",0,2,3,21,6,2,"999",1,"Cyprus","CYP",2002,"CY2002003"
2002,"CY","CY2002004","CYP","Cyprus","Legal Aid Law  provided that legal aid includes advice, assistance and representation",0,4,2,19,12,2,"999",-1,"Cyprus","CYP",2002,"CY2002004"
2003,"CY","CY2003001","CYP","Cyprus","Unilateral easing of the border restrictions  by Northern Cyprus",0,1,1,9,1,4,"Cyprus",-1,"Cyprus","CYP",2003,"CY2003001"
2004,"CY","CY2004001","CYP","Cyprus","Amendment of the Refugee Act  provided that under certain conditions, applicants shall be excluded from refugee or subsidiary protection status",0,2,2,9,12,2,"999",1,"Cyprus","CYP",2004,"CY2004001"
2004,"CY","CY2004002","CYP","Cyprus","Amendment of the Refugee Act   Director of the Department of Social Welfare Services shall act as the guardian",0,1,2,26,12,2,"999",-1,"Cyprus","CYP",2004,"CY2004002"
2004,"CY","CY2004003","CYP","Cyprus","Amendment of the Refugee Act  introduced temporary protection",0,3,2,9,12,2,"999",-1,"Cyprus","CYP",2004,"CY2004003"
2004,"CY","CY2004004","CYP","Cyprus","Amendment of the Refugee Act  replaced the Refugee Authority",0,999,2,26,12,2,"999",999,"Cyprus","CYP",2004,"CY2004004"
2004,"CY","CY2004005","CYP","Cyprus","Accession to the European Union in 2004",0,4,2,9,1,3,"citizens of all EU and EEA countries",-1,"Cyprus","CYP",2004,"CY2004005"
2004,"CY","CY2004006","CYP","Cyprus","Aliens and Immigration (Visas) Regulations",0,999,2,26,2,2,"999",999,"Cyprus","CYP",2004,"CY2004006"
2004,"CY","CY2004007","CYP","Cyprus","Aliens and Immigration (Visas) Regulations  provided for the establishment of an Advisory Committee on Alien Matters",0,1,2,26,2,2,"999",999,"Cyprus","CYP",2004,"CY2004007"
2005,"CY","CY2005001","CYP","Cyprus","Reception Conditions Regulations  asylum seekers  access the labour market",0,3,2,8,12,2,"999",-1,"Cyprus","CYP",2005,"CY2005001"
2005,"CY","CY2005002","CYP","Cyprus","Reception Conditions Regulations   students",0,1,2,9,9,2,"999",-1,"Cyprus","CYP",2005,"CY2005002"
2005,"CY","CY2005003","CYP","Cyprus","Reception Conditions Regulations   free medical care",0,2,2,18,12,2,"999",-1,"Cyprus","CYP",2005,"CY2005003"
2005,"CY","CY2005004","CYP","Cyprus","Reception Conditions Regulations, housing",0,1,2,17,12,2,"999",-1,"Cyprus","CYP",2005,"CY2005004"
2005,"CY","CY2005005","CYP","Cyprus","Reception Conditions Regulations   children under 18 years",0,1,2,18,8,2,"999",-1,"Cyprus","CYP",2005,"CY2005005"
2007,"CY","CY2007001","CYP","Cyprus","Amendment of the Refugee Act  extended the circumstances of exclusion",0,2,2,9,12,2,"999",1,"Cyprus","CYP",2007,"CY2007001"
2007,"CY","CY2007002","CYP","Cyprus","Amendment of the Refugee Act   best interests of the child",0,1,2,19,12,2,"999",-1,"Cyprus","CYP",2007,"CY2007002"
2007,"CY","CY2007003","CYP","Cyprus","Law 7(I) on The Right of Union Citizens and their Family Members to Move and Reside Freely within the Territory of the Republic of Cyprus",0,3,2,8,2,3,"EU citizens",-1,"Cyprus","CYP",2007,"CY2007003"
2007,"CY","CY2007004","CYP","Cyprus","Amendment of the Aliens and Immigration Act   right to family reunification",0,3,2,9,6,2,"999",-1,"Cyprus","CYP",2007,"CY2007004"
2007,"CY","CY2007005","CYP","Cyprus","Amendment of the Aliens and Immigration Act  established favorable provisions for those third-country students",0,1,2,9,9,2,"999",-1,"Cyprus","CYP",2007,"CY2007005"
2007,"CY","CY2007006","CYP","Cyprus","Adoption of the anti-trafficking Law",0,1,2,6,12,2,"999",1,"Cyprus","CYP",2007,"CY2007006"
2007,"CY","CY2007007","CYP","Cyprus","Adoption of the Strategy on the Employment of third-country nationals (TCN)",0,999,2,27,3,2,"999",999,"Cyprus","CYP",2007,"CY2007007"
2008,"CY","CY2008001","CYP","Cyprus","Amendment of the Reception Conditions Regulations",0,1,2,8,12,2,"999",-1,"Cyprus","CYP",2008,"CY2008001"
2008,"CY","CY2008002","CYP","Cyprus","Demolition of a wall between the Republic of Cyprus and the UN buffer zone in March 2008",0,999,999,28,1,1,"999",999,"Cyprus","CYP",2008,"CY2008002"
2009,"CY","CY2009001","CYP","Cyprus","Amendment of the Aliens and Immigration Act  introduced a specific procedure for admitting a third country national for the purposes of scientific research",0,2,2,9,5,2,"999",-1,"Cyprus","CYP",2009,"CY2009001"
2010,"CY","CY2010001","CYP","Cyprus","National Action Plan 2010-2012 on Integration of immigrants",0,999,2,27,11,2,"999",999,"Cyprus","CYP",2010,"CY2010001"
2011,"CY","CY2011001","CYP","Cyprus","two Reception Centres for Asylum Seekers in Larnaka and Limassol",0,1,2,26,12,2,"999",999,"Cyprus","CYP",2011,"CY2011001"
2011,"CY","CY2011002","CYP","Cyprus","Suspension of the employment of citizens of Vietnam, Ethiopia and Myanmar",0,1,2,8,2,5,"Vietnam, Ethiopia and Myanmar",-1,"Cyprus","CYP",2011,"CY2011002"
2011,"CY","CY2011003","CYP","Cyprus","Appointment of an Advisory Committee",0,999,3,27,2,2,"999",999,"Cyprus","CYP",2011,"CY2011003"
2011,"CY","CY2011004","CYP","Cyprus","Amendment of the Aliens and Immigration Law, in force since November 2011",0,2,2,12,11,2,"999",-1,"Cyprus","CYP",2011,"CY2011004"
2012,"CY","CY2012001","CYP","Cyprus","Amendment of the Policy for the employment of third country nationals",0,2,2,8,4,2,"999",1,"Cyprus","CYP",2012,"CY2012001"
2012,"CY","CY2012002","CYP","Cyprus","Amendment of the Aliens and Immigration Law  introduced the EU Blue Card",0,3,2,9,5,2,"999",-1,"Cyprus","CYP",2012,"CY2012002"
2012,"CY","CY2012003","CYP","Cyprus","Amendment of the Aliens and Immigration Law   sanctions and measures against employers",0,2,2,6,11,2,"999",1,"Cyprus","CYP",2012,"CY2012003"
2012,"CY","CY2012004","CYP","Cyprus","Cooperation Agreement between the Government of the Republic of Cyprus and the International Organization for Migration",0,1,2,26,2,2,"999",999,"Cyprus","CYP",2012,"CY2012004"
2013,"CY","CY2013001","CYP","Cyprus","Amendment to the Refugee Law  restricted the freedom of movement of asylum seekers",0,2,2,9,12,2,"999",1,"Cyprus","CYP",2013,"CY2013001"
2013,"CY","CY2013002","CYP","Cyprus","Amendment to the Refugee Law   Social Welfare Services responsible",0,1,2,26,12,2,"999",999,"Cyprus","CYP",2013,"CY2013002"
2013,"CY","CY2013003","CYP","Cyprus","Amendment to the Refugee Law  authorized the disclosure of information",0,1,2,6,2,2,"999",1,"Cyprus","CYP",2013,"CY2013003"
2013,"CY","CY2013004","CYP","Cyprus","Reception Conditions Regulations Amendment 2013",0,1,2,17,12,2,"999",1,"Cyprus","CYP",2013,"CY2013004"
2013,"CY","CY2013005","CYP","Cyprus","Reception Conditions Regulations Amendment 2013  excluded asylum seekers from the Public Allowance Law",0,2,2,18,12,2,"999",-1,"Cyprus","CYP",2013,"CY2013005"
2014,"CY","CY2014001","CYP","Cyprus","Law 60/2014  provided for the protection and promotion of the rights of victims human trafficking",0,1,2,19,12,2,"999",-1,"Cyprus","CYP",2014,"CY2014001"
2014,"CY","CY2014002","CYP","Cyprus","Law 60/2014 sanctions human trafficking",0,1,2,6,12,2,"999",1,"Cyprus","CYP",2014,"CY2014002"
2014,"CY","CY2014003","CYP","Cyprus","Amendment of the Refugee Law  removed the right to family reunification",0,1,2,9,8,2,"999",1,"Cyprus","CYP",2014,"CY2014003"
2014,"CY","CY2014004","CYP","Cyprus","Introduction of a golden visa scheme",0,2,2,8,10,2,"999",-1,"Cyprus","CYP",2014,"CY2014004"
2015,"CY","CY2015001","CYP","Cyprus","Introduction of an age determination procedure",0,1,2,9,12,2,"999",-1,"Cyprus","CYP",2015,"CY2015001"
2016,"CY","CY2016001","CYP","Cyprus","Amendment of the Refugee Law",0,1,2,19,12,2,"999",-1,"Cyprus","CYP",2016,"CY2016001"
2016,"CY","CY2016002","CYP","Cyprus","Amendment of the Refugee Law  defines the concept of safe country of origin, safe third country and first country of asylum",0,3,2,9,12,2,"999",1,"Cyprus","CYP",2016,"CY2016002"
2016,"CY","CY2016003","CYP","Cyprus","Amendment of the Aliens and Immigration Law in February 2016  reduced the fees applicable",0,1,2,9,2,2,"999",-1,"Cyprus","CYP",2016,"CY2016003"
2016,"CY","CY2016004","CYP","Cyprus","Amendment of the Aliens and Immigration Law  spouses of sponsors",0,2,2,8,6,2,"999",-1,"Cyprus","CYP",2016,"CY2016004"
2016,"CY","CY2016005","CYP","Cyprus","Establishment of an Administrative Court",0,999,2,26,12,2,"999",999,"Cyprus","CYP",2016,"CY2016005"
2016,"CY","CY2016006","CYP","Cyprus","Assisted Voluntary Return and Reintegration (AVRR) Programme",0,3,4,22,11,2,"999",1,"Cyprus","CYP",2016,"CY2016006"
2017,"CY","CY2017001","CYP","Cyprus","Law 9/2017  introduced residence permits for intra-corporate transferees",0,3,2,9,5,2,"999",-1,"Cyprus","CYP",2017,"CY2017001"
2017,"CY","CY2017002","CYP","Cyprus","Amendment of the Aliens and Immigration Act",0,3,2,9,4,2,"999",-1,"Cyprus","CYP",2017,"CY2017002"
2017,"CY","CY2017003","CYP","Cyprus","Law 63(I)/2017  improved the implementation and enforcement of Directive 96/71/EC on posted workers (Law 137/2002)",0,1,2,19,3,2,"999",-1,"Cyprus","CYP",2017,"CY2017003"
2017,"CY","CY2017004","CYP","Cyprus","patrolling and surveillance along the Green Line",0,1,1,1,1,1,"999",1,"Cyprus","CYP",2017,"CY2017004"
2017,"CY","CY2017005","CYP","Cyprus","Upgrade of the national co-ordination centre for Eurosur",0,2,1,1,1,1,"999",1,"Cyprus","CYP",2017,"CY2017005"
2017,"CY","CY2017006","CYP","Cyprus","Implementation of Article 8 of the Schengen Border Code",0,3,1,2,2,2,"999",1,"Cyprus","CYP",2017,"CY2017006"
2017,"CY","CY2017007","CYP","Cyprus","Visa liberalisation for Georgia and Ukraine",1,1,2,9,2,5,"Georgia and Ukraine",-1,"Cyprus","CYP",2017,"CY2017007"
2018,"CY","CY2018001","CYP","Cyprus","Amendment of the Aliens and Immigration Act, seasonal workers",0,1,2,9,4,2,"999",-1,"Cyprus","CYP",2018,"CY2018001"
2018,"CY","CY2018002","CYP","Cyprus","Amendment of the Aliens and Immigration Act  signed contract",0,1,2,8,3,2,"999",1,"Cyprus","CYP",2018,"CY2018002"
2018,"CY","CY2018003","CYP","Cyprus","Amendment of the Refugee Act in April 2018  increased the monthly allowance",0,1,2,18,12,2,"999",-1,"Cyprus","CYP",2018,"CY2018003"
2018,"CY","CY2018004","CYP","Cyprus","Transposition of the Passenger Name Records Directive ((EU)2016/681)",0,4,1,1,1,1,"999",1,"Cyprus","CYP",2018,"CY2018004"
2019,"CY","CY2019001","CYP","Cyprus","Amendment of the Aliens and Immigration Act  provided that third-country nationals with a student permit",0,1,2,8,9,2,"999",-1,"Cyprus","CYP",2019,"CY2019001"
2019,"CY","CY2019002","CYP","Cyprus","Amendment of the Aliens and Immigration Act   applicants for international protection",0,1,2,8,12,2,"999",-1,"Cyprus","CYP",2019,"CY2019002"
2019,"CY","CY2019003","CYP","Cyprus","Change in the national policy on the total duration of a temporary employment permit",0,3,2,9,2,2,"999",-1,"Cyprus","CYP",2019,"CY2019003"
2019,"CY","CY2019004","CYP","Cyprus","New employment legislation on 6 December 2019",0,1,2,9,3,2,"999",-1,"Cyprus","CYP",2019,"CY2019004"
